request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"ea6782d7-ac60-4e0b-b840-26fd585f5ce0",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,50179856910000,50179859244600,50179859872600
"3e8d5291-e5a4-4a91-9e0a-107fc56861c3",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,50179864817800,50179867096800,50179867835600
"6a91b753-3cc8-4691-bc78-0af6476423e5",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,50179873214500,50179875439800,50179876073400
"1ff2f3c9-47fc-40dc-a474-a758f16f492f",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,50179881541200,50179884987100,50179885953900
"edf18ec7-3aef-4b58-a9a0-20311e3bdbce",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,50179892030000,50179895157700,50179896419000
"ade12fd3-1c09-408d-a894-6a7911d93890",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,50179902677100,50179906153600,50179907169100
"f26baf18-3cf4-448c-bbec-d306d6c3b9b7",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,50179912847200,50179915509600,50179916533100
"b6affe58-f548-47d9-a127-84ac6bec8f5b",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,50179922655000,50179926358300,50179927263200
"117e8fd5-4331-40e6-889d-e889dd23ba5f",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,50179932503100,50179934975200,50179935831300
"7a1726f9-8612-457c-83ef-c3d02d529377",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,50179941326800,50179943840900,50179944931300
"f49e3440-057f-4964-8a32-9bb745166254",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,50179950040000,50179952447300,50179953309900
"4b8a8e57-0c04-4fca-af02-52b5214f8b14",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,50179958480900,50179960719100,50179961421900
"67e82c0f-a2c5-44bc-8223-2f580de784ca",GET,/images/banner.png,,,200,image/png,,,50179968693800,50179971531400,50179972486700
"e379ee4f-256f-4883-a67d-3a04a5486c75",GET,/images/logo.png,,,200,image/png,,,50179979094000,50179981952000,50179982756000
"37f75e44-4dcc-441d-8ef9-212c8f13556d",POST,"/anonymous/system/sign-in",,"id=&password=technician1&remember=false&username=technician1&version=",302,,,,50179992007000,50180006614000,50180007678400
"d309350b-29fa-411b-8ac6-444526292d7f",GET,/,,,302,,,,50180013124000,50180014180700,50180015155500
"a67a8040-ad7d-4b5a-a3ce-46eac1cf3d38",GET,/any/system/welcome,,,200,text/html;charset=utf-8,,,50180019021400,50180020015200,50180449099300
"bd3fd929-1c88-4e5f-8828-33b1094a3157",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,50180461069300,50180463496600,50180464196000
"ed0d2c30-6c22-45e0-86e9-959adbc99b91",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,50180469328800,50180471791400,50180472548900
"a2f1738a-b781-4f7c-8204-3c0268d2723a",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,50180477630300,50180479937200,50180480705700
"f72884ea-a5f1-4f20-a5f3-eb2a45292b92",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,50180485307100,50180488097300,50180488919700
"d4fc5ec4-ec80-4eca-b7a0-c4bb2834a1af",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,50180494033400,50180496264400,50180497024600
"73be9868-bfbe-477e-9fea-924a237c1d7a",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,50180501863400,50180503995900,50180504948600
"c651b4e5-5385-4877-998c-e5ba947c7cf7",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,50180511012900,50180513740300,50180514497300
"7edd1097-904e-4d84-8b99-b740a26e367e",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,50180519146400,50180521395200,50180522109600
"4c788af3-a60e-430c-a27e-daa35d784654",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,50180529717300,50180531974900,50180532720800
"cbaf839f-38bb-48e9-8ee7-5f88ace6c0a1",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,50180537521100,50180539914500,50180540686800
"cbaa03a1-0005-4fb3-b071-e955c9a01385",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,50180545820800,50180548422600,50180549278100
"fe604b2c-dd20-4875-820f-29c37da2db90",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,50180554349700,50180557030800,50180557861200
"61729405-fd59-4927-af54-63977496ba1d",GET,/images/banner.png,,,200,image/png,,,50180563082100,50180566072400,50180566791000
"235211c4-63e8-4682-aa5d-e6fa34881c3d",GET,/images/logo.png,,,200,image/png,,,50180572585600,50180575358800,50180576280300
"0f514f6c-e58d-4c05-88ec-e6a2db0fd557",GET,"/technician/maintenance-record/list",mine=true,,200,text/html;charset=utf-8,"estimatedCost%5B1%5D=EUR+500%2C000.00&version%5B1%5D=0&moment%5B5%5D=2012%2F02%2F07+18%3A30&status%5B0%5D=PENDING&draftMode%5B2%5D=%E2%9C%94&id%5B1%5D=416&estimatedCost%5B2%5D=EUR+999%2C999.99&version%5B2%5D=0&status%5B1%5D=IN_PROGRESS&moment%5B4%5D=2003%2F01%2F19+11%3A35&draftMode%5B1%5D=%E2%9C%96&id%5B0%5D=415&estimatedCost%5B3%5D=EUR+0.00&version%5B3%5D=0&inspectionDueDate%5B1%5D=2026%2F04%2F07+20%3A30&draftMode%5B5%5D=%E2%9C%96&status%5B2%5D=COMPLETED&moment%5B3%5D=2012%2F02%2F07+18%3A30&draftMode%5B4%5D=%E2%9C%94&estimatedCost%5B4%5D=EUR+0.00&showCreate=true&version%5B4%5D=0&inspectionDueDate%5B0%5D=2023%2F04%2F07+19%3A30&status%5B3%5D=IN_PROGRESS&moment%5B2%5D=2011%2F04%2F16+00%3A00&draftMode%5B3%5D=%E2%9C%96&estimatedCost%5B5%5D=EUR+0.00&version%5B5%5D=0&inspectionDueDate%5B3%5D=2030%2F04%2F07+18%3A30&status%5B4%5D=COMPLETED&moment%5B1%5D=2000%2F01%2F01+00%3A01&id%5B5%5D=424&moment%5B0%5D=2012%2F02%2F07+18%3A30&inspectionDueDate%5B2%5D=2023%2F07%2F29+23%3A59&status%5B5%5D=PENDING&id%5B4%5D=423&inspectionDueDate%5B5%5D=2012%2F04%2F07+18%3A30&draftMode%5B0%5D=%E2%9C%94&id%5B3%5D=421&estimatedCost%5B0%5D=EUR+0.00&inspectionDueDate%5B4%5D=2034%2F04%2F07+18%3A30&version%5B0%5D=0&id%5B2%5D=417",,50180582093800,50180615846700,50182612286200
"0a68d2a0-1048-41c5-a731-a585a622efe4",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,50182773020800,50182775982600,50182776680000
"8b09e7c5-03a3-4644-a6ca-d5014ca3ea85",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,50182786837200,50182790499600,50182791471900
"cdeb3e3f-89e9-494e-ab35-a9328ee5ea6c",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,50182797589800,50182801156800,50182802035900
"0d5afe07-08f0-4329-9604-825da486ee7b",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,50182807951500,50182810679800,50182811541900
"13695184-d44f-401c-a0a9-9d51fa7f7fc5",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,50182817199200,50182820284800,50182821212700
"db005a64-e17e-4a47-8bb2-98fa9ea04245",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,50182826655000,50182829471400,50182830137800
"2fe737f3-6425-475b-8fb6-5aa5bcd0d61e",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,50182834828500,50182837308500,50182837927600
"52e02958-5952-4c8f-b197-e0e1ac24ec91",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,50182843308000,50182845734900,50182847307900
"b85b138f-cc32-4663-bfc5-6abd421612c2",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,50182852285500,50182855765400,50182856630200
"16ff7499-cc1a-4c99-b940-a61eef1a6f19",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,50182861273000,50182863549600,50182864078600
"c4ddf3fe-6e58-4973-99b8-9266c0cc80f4",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,50182868952700,50182871428900,50182872211600
"051c3a28-c196-42a4-9121-a55eec19ad6e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,50182878759300,50182881248800,50182882167200
"96749365-f1fe-4ca9-9061-9f8fa0ff3a1c",GET,/images/banner.png,,,200,image/png,,,50182890206800,50182893699500,50182894666500
"32a24527-0f99-4b82-82bc-de4ce4be8866",GET,/images/logo.png,,,200,image/png,,,50182900829400,50182903631100,50182904413500
"5ea1a9c6-49af-454a-b1cd-909be5b02d34",GET,"/libraries/datatables/1.10.18/config/i18n-en.json",,,200,application/json,"sProcessing=Processing...&sSearch=Search:&sLengthMenu=Show%20_MENU_%20items&sInfo=Showing%20data%20_START_%20-%20_END_%20out%20of%20_TOTAL_%20data&sInfoEmpty=No%20items%20found&sInfoFiltered=(filtered%20from%20_MAX_%20data)&sInfoPostFix=&sLoadingRecords=Loading...&sZeroRecords=No%20data&sEmptyTable=No%20data&oPaginate.sFirst=First&oPaginate.sPrevious=Previous&oPaginate.sNext=Next&oPaginate.sLast=Last",,50182909368100,50182919625800,50182938515300
"787c1817-7c97-49f4-a288-99f29a519a4c",GET,"/technician/maintenance-record/create",,,200,text/html;charset=utf-8,"id=0&version=0&aircrafts=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22134%22%2C%22label%22%3A%220001%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22135%22%2C%22label%22%3A%220002%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22136%22%2C%22label%22%3A%220003%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22137%22%2C%22label%22%3A%220004%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22138%22%2C%22label%22%3A%220005%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22139%22%2C%22label%22%3A%220006%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22140%22%2C%22label%22%3A%220007%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22141%22%2C%22label%22%3A%220008%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22142%22%2C%22label%22%3A%220009%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22143%22%2C%22label%22%3A%220010%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22144%22%2C%22label%22%3A%220011%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22145%22%2C%22label%22%3A%220012%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22146%22%2C%22label%22%3A%220013%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22147%22%2C%22label%22%3A%220014%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22148%22%2C%22label%22%3A%220015%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22149%22%2C%22label%22%3A%220016%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22150%22%2C%22label%22%3A%220017%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22151%22%2C%22label%22%3A%220018%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22152%22%2C%22label%22%3A%220019%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22153%22%2C%22label%22%3A%220020%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22154%22%2C%22label%22%3A%220021%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22155%22%2C%22label%22%3A%220022%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22156%22%2C%22label%22%3A%220023%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22157%22%2C%22label%22%3A%220024%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22158%22%2C%22label%22%3A%220025%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22159%22%2C%22label%22%3A%220026%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22160%22%2C%22label%22%3A%220027%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22161%22%2C%22label%22%3A%220028%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22162%22%2C%22label%22%3A%220029%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22163%22%2C%22label%22%3A%220030%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&draftMode=true&statuses=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22PENDING%22%2C%22label%22%3A%22PENDING%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22IN_PROGRESS%22%2C%22label%22%3A%22IN_PROGRESS%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22COMPLETED%22%2C%22label%22%3A%22COMPLETED%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&status=0&aircraft=0&technician=Moreno%2C+Jes%C3%BAs",,50182943505300,50182954564200,50185241710300
"6ae82278-2849-4b67-9b66-abc27797f042",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,50185274520100,50185277306500,50185277920000
"0b9da24f-1869-41bc-8d91-7a9cdd5c7321",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,50185283264800,50185285449000,50185285933200
"ccce2374-225a-4b6f-a148-45a9e2d894df",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,50185290402400,50185292409800,50185292809300
"1be2487f-2ad9-4599-8b5e-bafc1fb27e37",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,50185297175800,50185300184300,50185301036200
"a6174d72-b8e5-4d30-b582-879ff5b4b0a2",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,50185305396200,50185307626100,50185308321400
"aa5aecc3-332f-43c1-830a-a353aa3ce6ce",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,50185312374800,50185315184600,50185316037300
"4bb29b35-3958-479a-a35a-17fbc4461ebe",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,50185320831100,50185324354100,50185324955700
"bce6e7f5-7924-41d5-8313-de9ea577189e",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,50185329983900,50185333528500,50185334161600
"ee4ae5c3-191d-43e7-a9b5-dd435f030ef0",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,50185340029600,50185342153800,50185342658900
"096efb6a-af35-48d9-88c6-561eb6322007",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,50185347409400,50185349885500,50185350524600
"3cdf9c06-9568-41aa-bca3-de96524f8f06",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,50185355916900,50185359006500,50185359548600
"bbeb6b4c-0527-453a-8815-e89839cabe3a",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,50185363874200,50185366590400,50185366992200
"4b8758a0-755c-4ff0-9ec9-d264415ed28f",GET,/images/banner.png,,,200,image/png,,,50185371607500,50185374057400,50185374594600
"94594756-c895-46ec-9649-c5f1aef44aae",GET,/images/logo.png,,,200,image/png,,,50185378672200,50185381514400,50185382220700
"2fc36e6d-9546-424a-896b-65d628eddafd",POST,"/technician/maintenance-record/create",,"aircraft=0&estimatedCost=&id=0&inspectionDueDate=&moment=&notes=&status=0&technician=Moreno%2C+Jes%C3%BAs&version=0",200,text/html;charset=utf-8,"notes=&id=0&status%24error=May+not+be+null.&estimatedCost=&version=0&inspectionDueDate=&estimatedCost%24error=May+not+be+null.&aircrafts=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22134%22%2C%22label%22%3A%220001%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22135%22%2C%22label%22%3A%220002%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22136%22%2C%22label%22%3A%220003%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22137%22%2C%22label%22%3A%220004%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22138%22%2C%22label%22%3A%220005%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22139%22%2C%22label%22%3A%220006%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22140%22%2C%22label%22%3A%220007%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22141%22%2C%22label%22%3A%220008%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22142%22%2C%22label%22%3A%220009%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22143%22%2C%22label%22%3A%220010%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22144%22%2C%22label%22%3A%220011%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22145%22%2C%22label%22%3A%220012%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22146%22%2C%22label%22%3A%220013%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22147%22%2C%22label%22%3A%220014%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22148%22%2C%22label%22%3A%220015%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22149%22%2C%22label%22%3A%220016%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22150%22%2C%22label%22%3A%220017%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22151%22%2C%22label%22%3A%220018%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22152%22%2C%22label%22%3A%220019%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22153%22%2C%22label%22%3A%220020%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22154%22%2C%22label%22%3A%220021%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22155%22%2C%22label%22%3A%220022%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22156%22%2C%22label%22%3A%220023%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22157%22%2C%22label%22%3A%220024%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22158%22%2C%22label%22%3A%220025%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22159%22%2C%22label%22%3A%220026%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22160%22%2C%22label%22%3A%220027%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22161%22%2C%22label%22%3A%220028%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22162%22%2C%22label%22%3A%220029%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22163%22%2C%22label%22%3A%220030%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&draftMode=true&statuses=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22PENDING%22%2C%22label%22%3A%22PENDING%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22IN_PROGRESS%22%2C%22label%22%3A%22IN_PROGRESS%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22COMPLETED%22%2C%22label%22%3A%22COMPLETED%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&moment%24error=May+not+be+null.&status=0&aircraft%24error=May+not+be+null.&moment=&aircraft=0&technician=Moreno%2C+Jes%C3%BAs&inspectionDueDate%24error=May+not+be+null.",,50185386326100,50185521009700,50186269942700
"44e90d38-bdea-4df5-a0e5-f8c0bf9b8bc7",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,50186302435100,50186305661600,50186306366100
"f4928a11-aa38-49e8-a830-07293e61804f",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,50186311909200,50186314731600,50186315240600
"d8bc6538-613e-4171-aa67-4cd8a0b2fb6a",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,50186321249000,50186323369900,50186323976000
"7d5967f5-7fe2-4365-a3c8-32b3c20adf42",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,50186329496700,50186332453300,50186333105400
"a84edac6-95b6-4143-a6ff-575ec7740695",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,50186338864600,50186341792100,50186342368300
"704ccdf9-f0a9-4c26-98c3-08e8d044d09c",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,50186347907800,50186350964000,50186351575000
"2ae9b72a-fe5b-453c-b0ca-ed8e3c423fbe",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,50186356621700,50186360094900,50186360687300
